Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS- Local Variable,Chrome 115.0.0.0,,,2023-08-01 03:28:45,2023-08-01 03:29:45,1m - 0.637s,PASSED
,,,,,,,
Test Cases/For Variable/TC- Local Variable,Chrome 115.0.0.0,,,2023-08-01 03:28:45,2023-08-01 03:29:08,23.290s,PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-01 03:28:46,2023-08-01 03:28:48,2.775s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 115.0.0.0,,,2023-08-01 03:28:48,2023-08-01 03:28:54,5.683s,PASSED
"click(findTestObject(""Object Repository/Login-demo/Page_CURA Healthcare Service/h1_CURA Healthcare Service""))",Chrome 115.0.0.0,,,2023-08-01 03:28:54,2023-08-01 03:28:57,3.083s,PASSED
"click(findTestObject(""Object Repository/Login-demo/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 115.0.0.0,,,2023-08-01 03:28:57,2023-08-01 03:28:59,2.257s,PASSED
"setText(findTestObject(""Object Repository/Login-demo/Page_CURA Healthcare Service/input_Username_username""), username)",Chrome 115.0.0.0,,,2023-08-01 03:28:59,2023-08-01 03:29:02,2.785s,PASSED
"setText(findTestObject(""Object Repository/Login-demo/Page_CURA Healthcare Service/input_Password_password""), password)",Chrome 115.0.0.0,,,2023-08-01 03:29:02,2023-08-01 03:29:05,2.708s,PASSED
"click(findTestObject(""Object Repository/Login-demo/Page_CURA Healthcare Service/button_Login""))",Chrome 115.0.0.0,,,2023-08-01 03:29:05,2023-08-01 03:29:08,2.942s,PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-01 03:29:08,2023-08-01 03:29:08,0.628s,PASSED
,,,,,,,
Test Cases/For Variable/TC- Local Variable,Chrome 115.0.0.0,,,2023-08-01 03:29:08,2023-08-01 03:29:27,18.705s,PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-01 03:29:08,2023-08-01 03:29:09,1.070s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 115.0.0.0,,,2023-08-01 03:29:09,2023-08-01 03:29:15,6.005s,PASSED
"click(findTestObject(""Object Repository/Login-demo/Page_CURA Healthcare Service/h1_CURA Healthcare Service""))",Chrome 115.0.0.0,,,2023-08-01 03:29:15,2023-08-01 03:29:17,1.408s,PASSED
"click(findTestObject(""Object Repository/Login-demo/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 115.0.0.0,,,2023-08-01 03:29:17,2023-08-01 03:29:19,1.832s,PASSED
"setText(findTestObject(""Object Repository/Login-demo/Page_CURA Healthcare Service/input_Username_username""), username)",Chrome 115.0.0.0,,,2023-08-01 03:29:19,2023-08-01 03:29:22,2.881s,PASSED
"setText(findTestObject(""Object Repository/Login-demo/Page_CURA Healthcare Service/input_Password_password""), password)",Chrome 115.0.0.0,,,2023-08-01 03:29:22,2023-08-01 03:29:24,2.711s,PASSED
"click(findTestObject(""Object Repository/Login-demo/Page_CURA Healthcare Service/button_Login""))",Chrome 115.0.0.0,,,2023-08-01 03:29:24,2023-08-01 03:29:26,2.190s,PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-01 03:29:26,2023-08-01 03:29:27,0.606s,PASSED
,,,,,,,
Test Cases/For Variable/TC- Local Variable,Chrome 115.0.0.0,,,2023-08-01 03:29:27,2023-08-01 03:29:45,18.196s,PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-01 03:29:27,2023-08-01 03:29:28,1.158s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 115.0.0.0,,,2023-08-01 03:29:28,2023-08-01 03:29:34,5.588s,PASSED
"click(findTestObject(""Object Repository/Login-demo/Page_CURA Healthcare Service/h1_CURA Healthcare Service""))",Chrome 115.0.0.0,,,2023-08-01 03:29:34,2023-08-01 03:29:35,1.390s,PASSED
"click(findTestObject(""Object Repository/Login-demo/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 115.0.0.0,,,2023-08-01 03:29:35,2023-08-01 03:29:37,1.837s,PASSED
"setText(findTestObject(""Object Repository/Login-demo/Page_CURA Healthcare Service/input_Username_username""), username)",Chrome 115.0.0.0,,,2023-08-01 03:29:37,2023-08-01 03:29:40,2.755s,PASSED
"setText(findTestObject(""Object Repository/Login-demo/Page_CURA Healthcare Service/input_Password_password""), password)",Chrome 115.0.0.0,,,2023-08-01 03:29:40,2023-08-01 03:29:43,2.749s,PASSED
"click(findTestObject(""Object Repository/Login-demo/Page_CURA Healthcare Service/button_Login""))",Chrome 115.0.0.0,,,2023-08-01 03:29:43,2023-08-01 03:29:45,2.083s,PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-01 03:29:45,2023-08-01 03:29:45,0.634s,PASSED
