Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS-demo,Chrome 115.0.0.0,,,2023-08-02 17:32:09,2023-08-02 17:33:28,1m - 18.435s,PASSED
,,,,,,,
Test Cases/yg lain/Booking,Chrome 115.0.0.0,,,2023-08-02 17:32:09,2023-08-02 17:32:48,38.236s,PASSED
"callTestCase(findTestCase(""yg lain/Login""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-08-02 17:32:10,2023-08-02 17:32:32,22.575s,PASSED
"click(findTestObject(""Object Repository/Booking/Page_CURA Healthcare Service/label_Apply for hospital readmission""))",Chrome 115.0.0.0,,,2023-08-02 17:32:32,2023-08-02 17:32:34,1.492s,PASSED
"click(findTestObject(""Object Repository/Booking/Page_CURA Healthcare Service/label_Medicaid""))",Chrome 115.0.0.0,,,2023-08-02 17:32:34,2023-08-02 17:32:35,1.501s,PASSED
"click(findTestObject(""Object Repository/Booking/Page_CURA Healthcare Service/input_Visit Date (Required)_visit_date""))",Chrome 115.0.0.0,,,2023-08-02 17:32:35,2023-08-02 17:32:37,1.545s,PASSED
"click(findTestObject(""Object Repository/Booking/Page_CURA Healthcare Service/td_3""))",Chrome 115.0.0.0,,,2023-08-02 17:32:37,2023-08-02 17:32:38,1.640s,PASSED
"setText(findTestObject(""Object Repository/Booking/Page_CURA Healthcare Service/textarea_Comment_comment""), ""Aku sakit hati tapi pacarku cantik dan baik"")",Chrome 115.0.0.0,,,2023-08-02 17:32:38,2023-08-02 17:32:42,3.116s,PASSED
"click(findTestObject(""Object Repository/Booking/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 115.0.0.0,,,2023-08-02 17:32:42,2023-08-02 17:32:44,1.991s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/appointment.php#summary"")",Chrome 115.0.0.0,,,2023-08-02 17:32:44,2023-08-02 17:32:45,1.057s,PASSED
