Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS-demo,Windows - Chrome 114.0.0.0,,,2023-08-01 15:14:21,2023-08-01 15:20:38,6m - 17.513s,PASSED
,,,,,,,
Test Cases/yg lain/Booking,Windows - Chrome 114.0.0.0,,,2023-08-01 15:14:21,2023-08-01 15:17:08,2m - 47.011s,PASSED
"callTestCase(findTestCase(""yg lain/Login""), [:], STOP_ON_FAILURE)",Windows - Chrome 114.0.0.0,,,2023-08-01 15:14:21,2023-08-01 15:16:13,1m - 52.042s,PASSED
"click(findTestObject(""Object Repository/Booking/Page_CURA Healthcare Service/label_Apply for hospital readmission""))",Windows - Chrome 114.0.0.0,,,2023-08-01 15:16:13,2023-08-01 15:16:19,5.447s,PASSED
"click(findTestObject(""Object Repository/Booking/Page_CURA Healthcare Service/label_Medicaid""))",Windows - Chrome 114.0.0.0,,,2023-08-01 15:16:19,2023-08-01 15:16:24,5.324s,PASSED
"click(findTestObject(""Object Repository/Booking/Page_CURA Healthcare Service/input_Visit Date (Required)_visit_date""))",Windows - Chrome 114.0.0.0,,,2023-08-01 15:16:24,2023-08-01 15:16:30,5.704s,PASSED
"click(findTestObject(""Object Repository/Booking/Page_CURA Healthcare Service/td_3""))",Windows - Chrome 114.0.0.0,,,2023-08-01 15:16:30,2023-08-01 15:16:36,5.850s,PASSED
"setText(findTestObject(""Object Repository/Booking/Page_CURA Healthcare Service/textarea_Comment_comment""), ""Aku sakit hati tapi pacarku cantik dan baik"")",Windows - Chrome 114.0.0.0,,,2023-08-01 15:16:36,2023-08-01 15:16:46,10.213s,PASSED
"click(findTestObject(""Object Repository/Booking/Page_CURA Healthcare Service/button_Book Appointment""))",Windows - Chrome 114.0.0.0,,,2023-08-01 15:16:46,2023-08-01 15:16:52,5.940s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/appointment.php#summary"")",Windows - Chrome 114.0.0.0,,,2023-08-01 15:16:52,2023-08-01 15:16:54,2.014s,PASSED
"rightClick(findTestObject(""Object Repository/Booking/Page_CURA Healthcare Service/a_Go to Homepage""))",Windows - Chrome 114.0.0.0,,,2023-08-01 15:16:54,2023-08-01 15:16:59,4.656s,PASSED
"rightClick(findTestObject(""Object Repository/Booking/Page_CURA Healthcare Service/h2_Appointment Confirmation""))",Windows - Chrome 114.0.0.0,,,2023-08-01 15:16:59,2023-08-01 15:17:03,4.111s,PASSED
"verifyElementText(findTestObject(""Object Repository/Booking/Page_CURA Healthcare Service/h2_Appointment Confirmation""), ""Appointment Confirmation"")",Windows - Chrome 114.0.0.0,,,2023-08-01 15:17:03,2023-08-01 15:17:06,3.289s,PASSED
closeBrowser(),Windows - Chrome 114.0.0.0,,,2023-08-01 15:17:06,2023-08-01 15:17:08,1.939s,PASSED
,,,,,,,
